pat_id, title, USPA#, date
pat3_642, Integrated anaerobic digester system, 6569332, May 27  2003, 
pat3_643, Pressurized water supply systems, 6568426, May 27  2003, 
pat3_644, Method and apparatus for detecting environmental conditions utilizing micro-electrical mechanical devices, 6561040, May 13  2003, 
pat3_645, Replaceable  self-contained expanded viewing light shield cartridge for welding helmet, 6557174, May 6  2003, 
pat3_646, Apparatus and method to power a medical device using stored mechanical power, 6556867, April 29  2003, 
pat3_647, Combined rear view mirror and telephone, 6549793, April 15  2003, 
pat3_648, Electronic patient monitor with automatically configured alarm parameters, 6544200, April 8  2003, 
pat3_649, Method of preventing residue contamination of semiconductor devices during furnace processing, 6536649, March 25  2003, 
pat3_64, Reactive power compensation in solar power system, 8406019, March 26  2013, 
pat3_650, Electrical distribution system and method of monitoring and/or controlling same, 6535797, March 18  2003, 
pat3_651, Accelerated weathering test apparatus with soaking cycle, 6533452, March 18  2003, 
pat3_652, Chromogenic light filter and controls, 6528782, March 4  2003, 
pat3_653, Power line sag monitor, 6523424, February 25  2003, 
pat3_654, System and method for power management, 6522955, February 18  2003, 
pat3_655, Electrical switch and method of generating an electrical switch output signal, 6522032, February 18  2003, 
pat3_656, Newspaper rack automated inventory monitoring request apparatus and method, 6502012, December 31  2002, 
pat3_657, Time interval and event display device, 6483779, November 19  2002, 
pat3_658, Deposited film producing process  photovoltaic device producing process  and deposited film producing system, 6475354, November 5  2002, 
pat3_659, Fail-safe structure cooling system, 6467694, October 22  2002, 
pat3_65, Networked multi-inverter maximum power-point tracking, 8401706, March 19  2013, 
pat3_660, Apparatus and method for initial charging  self-starting  and operation of a power supply with an intermittent and/or variable energy source and a rechargeable energy storage device, 6462507, October 8  2002, 
pat3_661, Adaptive controller for an automotive HVAC system, 6454178, September 24  2002, 
pat3_662, Solar powered refrigeration system, 6453693, September 24  2002, 
pat3_663, Direct current mini air conditioning system, 6453678, September 24  2002, 
pat3_664, Satellite system for monitoring space, 6452538, September 17  2002, 
pat3_665, Optoelectronic monitoring device for a motor vehicle, 6452148, September 17  2002, 
pat3_666, Satellite antenna heating system powered by a storage capacitor, 6445349, September 3  2002, 
pat3_667, Water quality meter and water quality monitoring system, 6444172, September 3  2002, 
pat3_668, Solar receiver adaptive tracking control, 6442937, September 3  2002, 
pat3_669, Method and apparatus for measuring spatial uniformity of radiation, 6441896, August 27  2002, 
pat3_66, Fiber optic security systems and methods of using the same, 8401354, March 19  2013, 
pat3_670, 3D navigation system using complementary head-mounted and stationary infrared beam detection units, 6424410, July 23  2002, 
pat3_671, Intelligent video monitor system, 6424371, July 23  2002, 
pat3_672, Heat powered heat pump system and method of making same, 6418745, July 16  2002, 
pat3_673, Motor vehicle detector, 6417783, July 9  2002, 
pat3_674, Solar radiation sensor, 6417500, July 9  2002, 
pat3_675, Method and apparatus for measuring atmospheric temperature, 6409198, June 25  2002, 
pat3_676, Self-powered solar sunroof, 6406090, June 18  2002, 
pat3_677, System to correlate crime incidents with a subject's location using crime incident data and a subject location recording device, 6405213, June 11  2002, 
pat3_678, Deposited thin film void-column network materials, 6399177, June 4  2002, 
pat3_679, System  device and method for estimating evapo-transpiration in plants, 6397162, May 28  2002, 
pat3_67, Apparatus and methodology for maximum power point tracking for a solar panel, 8400134, March 19  2013, 
pat3_680, Utilities container, 6393775, May 28  2002, 
pat3_681, Compact video processing system for remote sensing applications, 6392704, May 21  2002, 
pat3_682, Energy measurement device for flowing gas using microminiature gas chromatograph, 6386014, May 14  2002, 
pat3_683, Detecting mechanism for a grocery cart and the like and system, 6378684, April 30  2002, 
pat3_684, Neural network controlled power distribution element, 6369545, April 9  2002, 
pat3_685, Engine misfire monitor, 6363778, April 2  2002, 
pat3_686, Solar module array with reconfigurable tile, 6350944, February 26  2002, 
pat3_687, Solar battery system, 6346670, February 12  2002, 
pat3_688, Thermoelectric heated food service cart, 6344630, February 5  2002, 
pat3_689, Self-contained electronic system for monitoring purgers  valves and installations in real time, 6338283, January 15  2002, 
pat3_68, Smart container system for charging  storing  and using electronic devices, 8397310, March 12  2013, 
pat3_690, F2 laser with visible red and IR control, 6330260, December 11  2001, 
pat3_691, Molecular wire injection sensors, 6326215, December 4  2001, 
pat3_692, Alerting device and method for reminding a person of a risk, 6323773, November 27  2001, 
pat3_693, Wind advisory system, 6311107, October 30  2001, 
pat3_694, Input device for shifting a marker on a monitor screen, 6304246, October 16  2001, 
pat3_695, Energy management uninterruptible power supply system, 6304006, October 16  2001, 
pat3_696, Anaerobic digester system, 6299774, October 9  2001, 
pat3_697, Control device for a solar protection means, 6298273, October 2  2001, 
pat3_698, System and method for enhanced solar array pointing in sun-nadir steering, 6293502, September 25  2001, 
pat3_69, Method and system for latent tracking of vessels via a mesh network, 8396656, March 12  2013, 
pat3_6, Methods  systems  and computer readable media for wireless crack detection and monitoring, 8510061, August 13  2013, 
pat3_700, Air conditioning system for automotive vehicle, 6282911, September 4  2001, 
pat3_701, Stacked organic photosensitive optoelectronic devices with an electrically series configuration, 6278055, August 21  2001, 
pat3_702, Optical system for determining physical characteristics of a solar cell, 6275295, August 14  2001, 
pat3_703, Solar-powered refrigeration system, 6253563, July 3  2001, 
pat3_704, Wireless intelligent vehicle speed control or monitoring system and method, 6246948, June 12  2001, 
pat3_705, String switching apparatus and associated method for controllably connecting the output of a solar array string to a respective power bus, 6246219, June 12  2001, 
pat3_706, Traffic monitoring device attached to a traffic sign, 6243644, June 5  2001, 
pat3_707, System and a method for monitoring and warning regarding the presence of manually and temporarily fitted ground connectors on high voltage conductors  as well as a warning device and a conductor means included in the system, 6243016, June 5  2001, 
pat3_708, Method and apparatus for inspection of a substrate by use of a ring illuminator, 6236044, May 22  2001, 
pat3_709, Method for electrical shunt detection and removal on semiconductors, 6225640, May 1  2001, 
pat3_70, Control of cells  modules and a pack comprised of hybridized electrochemistries, 8396609, March 12  2013, 
pat3_710, Aerial cableway leading to an aerostatic airborne body, 6224015, May 1  2001, 
pat3_711, Method and system for simulating the solar cycle, 6212823, April 10  2001, 
pat3_712, Chemical injection system, 6208913, March 27  2001, 
pat3_713, Method and apparatus for controlling a solar-powered radio-controlled timepiece when a storage element is inadequately charged, 6205091, March 20  2001, 
pat3_714, Apparatus and method for charging an energy storage source, 6194793, February 27  2001, 
pat3_715, Antimicrobial device and methods for long-term catheters, 6168580, January 2  2001, 
pat3_716, Energy supplying system, 6160318, December 12  2000, 
pat3_717, System and method for odorizing natural gas, 6142162, November 7  2000, 
pat3_718, Electric switch gauge for screw compressors, 6139280, October 31  2000, 
pat3_719, Method and apparatus for monitoring and control of laser emission wavelength, 6134253, October 17  2000, 
pat3_71, Slider for heat assisted magnetic recording including a photo detector for monitoring laser power, 8391107, March 5  2013, 
pat3_720, Electrochromic device and method, 6130772, October 10  2000, 
pat3_721, Traffic/transportation system, 6129025, October 10  2000, 
pat3_722, Solar collector tracking system, 6123067, September 26  2000, 
pat3_723, Hitless ultra small aperture terminal satellite communication network, 6122261, September 19  2000, 
pat3_724, Installation for in situ monitoring the quality of habitat of aquatic organisms, 6119630, September 19  2000, 
pat3_725, Chemical mechanical polish (CMP) endpoint detection by colorimetry, 6117777, September 12  2000, 
pat3_726, Method and apparatus for inspection of a solar cell by use of a rotating illumination source, 6111638, August 29  2000, 
pat3_727, Venting apparatus and method for remediation of a porous medium, 6109358, August 29  2000, 
pat3_728, Photovoltaic module with display indicator, 6107998, August 22  2000, 
pat3_729, Battery operated satellite antenna heating system, 6104351, August 15  2000, 
pat3_72, Renewable energy power generation systems, 8391032, March 5  2013, 
pat3_730, System and method for monitoring a plural segment light-emitting display, 6097302, August 1  2000, 
pat3_731, Photovoltaic energy supply system with optical fiber for implantable medical devices, 6091015, July 18  2000, 
pat3_732, Method and apparatus for detecting rock movement, 6084413, July 4  2000, 
pat3_733, Water desalination system, 6083382, July 4  2000, 
pat3_734, Irrigation control system, 6076740, June 20  2000, 
